song,artist,play_time,download_time
Turtle Spa,Hans Zimmer,21Aug11:35am,2019-08-22 19:30:53.125480
Big Blue,Hans Zimmer,21Aug11:30am,2019-08-22 19:30:53.125480
Albatross Flight,Hans Zimmer,21Aug11:25am,2019-08-22 19:30:53.125480
Race to Feed,Hans Zimmer,21Aug11:19am,2019-08-22 19:30:53.125480
Mobula Rays,Hans Zimmer,21Aug11:17am,2019-08-22 19:30:53.125480
Abyssal Plain,Hans Zimmer,21Aug11:14am,2019-08-22 19:30:53.125480
Surfing Dolphins,Hans Zimmer,21Aug11:11am,2019-08-22 19:30:53.125480
Family Theme,Hans Zimmer,21Aug11:09am,2019-08-22 19:30:53.125480
The Blue Planet,Hans Zimmer,21Aug11:05am,2019-08-22 19:30:53.125480
Kobudai Transformation,Hans Zimmer,21Aug11:01am,2019-08-22 19:30:53.125480
Scavengers of the Deep,Hans Zimmer,21Aug10:58am,2019-08-22 19:30:53.125480
A Forest Awakens,Hans Zimmer,21Aug10:55am,2019-08-22 19:30:53.125480
Humboldt Squid,Hans Zimmer,21Aug10:51am,2019-08-22 19:30:53.125480
Ducks and Currents,Hans Zimmer,21Aug10:49am,2019-08-22 19:30:53.125480
Turtle Spa,Hans Zimmer,21Aug10:47am,2019-08-22 19:30:53.125480
Big Blue,Hans Zimmer,21Aug10:42am,2019-08-22 19:30:53.125480
Albatross Flight,Hans Zimmer,21Aug10:36am,2019-08-22 19:30:53.125480
Race to Feed,Hans Zimmer,21Aug10:31am,2019-08-22 19:30:53.125480
Mobula Rays,Hans Zimmer,21Aug10:29am,2019-08-22 19:30:53.125480
Abyssal Plain,Hans Zimmer,21Aug10:25am,2019-08-22 19:30:53.125480
Surfing Dolphins,Hans Zimmer,21Aug10:23am,2019-08-22 19:30:53.125480
Family Theme,Hans Zimmer,21Aug10:20am,2019-08-22 19:30:53.125480
The Blue Planet,Hans Zimmer,21Aug10:17am,2019-08-22 19:30:53.125480
The Avengers,Alan Silvestri,21Aug10:02am,2019-08-22 19:30:53.125480
Extremely Loud and Incredibly Close,Alexandre Desplat,21Aug10:00am,2019-08-22 19:30:53.125480
To The Mattresses,George Fenton,21Aug9:58am,2019-08-22 19:30:53.125480
Main Title,Rachel Portman,21Aug9:55am,2019-08-22 19:30:53.125480
The Truth,Fernando Velázquez,21Aug9:50am,2019-08-22 19:30:53.125480
Mercutura,Mark Snow,21Aug9:46am,2019-08-22 19:30:53.125480
Steve's Theme,Aaron Zigman,21Aug9:43am,2019-08-22 19:30:53.125480
Lionel Polanski,Clinton Shorter,21Aug9:41am,2019-08-22 19:30:53.125480
My Beautiful Daughter,Carlo Siliotto,21Aug9:39am,2019-08-22 19:30:53.125480
Adagio in D Minor,John Murphy,21Aug9:35am,2019-08-22 19:30:53.125480
Spotlight,Howard Shore,21Aug9:34am,2019-08-22 19:30:53.125480
"Dumbledore's Farewell (""Harry Potter & The Half",Nicholas Hooper,21Aug9:32am,2019-08-22 19:30:53.125480
Bathsheba and Oak Unite,Craig Armstrong,21Aug9:30am,2019-08-22 19:30:53.125480
Crossing Mars,Harry Gregson-Williams,21Aug9:26am,2019-08-22 19:30:53.125480
Theme From Schindler's List,John Williams,21Aug9:22am,2019-08-22 19:30:53.125480
Stuck Here Like Mom,Carter Burwell,21Aug9:20am,2019-08-22 19:30:53.125480
We Shall Fight,Dario Marianelli,21Aug9:13am,2019-08-22 19:30:53.125480
Your Majesty,Lorne Balfe,21Aug9:09am,2019-08-22 19:30:53.125480
The Letter That Never Came,Thomas Newman,21Aug9:05am,2019-08-22 19:30:53.125480
Autobots,Steve Jablonsky,21Aug9:02am,2019-08-22 19:30:53.125480
Septimus,Ilan Eshkeri,21Aug9:01am,2019-08-22 19:30:53.125480
"Becoming One of ""The People"" Becoming One with Neytiri",James Horner,21Aug8:53am,2019-08-22 19:30:53.125480
Fairy Dance,James Newton Howard,21Aug8:47am,2019-08-22 19:30:53.125480
Safe Now,Henry Jackman,21Aug8:44am,2019-08-22 19:30:53.125480
He Gave It Away,Alan Silvestri,21Aug8:41am,2019-08-22 19:30:53.125480
Kevin Beak'n,Michael Giacchino,21Aug8:39am,2019-08-22 19:30:53.125480
Welcome to Kyrat,Cliff Martinez,21Aug8:36am,2019-08-22 19:30:53.125480
The Long Farewell,Ramin Djawadi,21Aug8:33am,2019-08-22 19:30:53.125480
"Baby Steps, James",David Hirschfelder,21Aug8:31am,2019-08-22 19:30:53.125480
The Danish Girl,Alexandre Desplat,21Aug8:29am,2019-08-22 19:30:53.125480
The Consolations Of Philosophy,Max Richter,21Aug8:05am,2019-08-22 19:30:53.125480
Duck Shoot,Rupert Gregson-Williams,21Aug8:00am,2019-08-22 19:30:53.125480
Meat Grinder,Madvillain,21Aug7:29am,2019-08-22 19:30:53.125480
The Light,Common,21Aug7:25am,2019-08-22 19:30:53.125480
I Don't Know,Slum Village,21Aug7:23am,2019-08-22 19:30:53.125480
Get The Money,Ghostface Killah,21Aug7:18am,2019-08-22 19:30:53.125480
Home,Illa J,21Aug7:15am,2019-08-22 19:30:53.125480
Slow Down,Brand Nubian,21Aug7:10am,2019-08-22 19:30:53.125480
Do It Now,Mos Def,21Aug7:06am,2019-08-22 19:30:53.125480
Deep Fried Frenz,MF DOOM,21Aug7:01am,2019-08-22 19:30:53.125480
Czarrcade '87,Czarface,21Aug6:59am,2019-08-22 19:30:53.125480
More,Flying Lotus,21Aug6:56am,2019-08-22 19:30:53.125480
Silvergrass,Keypling,20Aug10:21pm,2019-08-22 19:30:53.125480
Guarda,Elliot Ziegler,20Aug10:20pm,2019-08-22 19:30:53.125480
Separation,Emilie Levienaise-Farrouch,20Aug10:17pm,2019-08-22 19:30:53.125480
Bonne Nuit,Leon Noel,20Aug10:15pm,2019-08-22 19:30:53.125480
Forest Of Lost Souls,Mandala Dreams,20Aug10:11pm,2019-08-22 19:30:53.125480
The Lost Cities,Johannes Bornlöf,20Aug10:09pm,2019-08-22 19:30:53.125480
The Prologue,Delawares,20Aug10:05pm,2019-08-22 19:30:53.125480
Let's Run Away Together,Johannes Bornlöf,20Aug10:02pm,2019-08-22 19:30:53.125480
Different Beginning,Kylian Rebour,20Aug10:01pm,2019-08-22 19:30:53.125480
The Great Plains Hymn,Charles Bolt,20Aug9:59pm,2019-08-22 19:30:53.125480
For The Love of Love,Novo Talos,20Aug9:56pm,2019-08-22 19:30:53.125480
Tissue No. 7,Philip Glass,20Aug9:53pm,2019-08-22 19:30:53.125480
Wayfinders,Trevor Kowalski,20Aug9:50pm,2019-08-22 19:30:53.125480
Scribbled Notes,Johannes Bornlöf,20Aug9:48pm,2019-08-22 19:30:53.125480
Leon,Daniel Daecher,20Aug9:45pm,2019-08-22 19:30:53.125480
Porcelain,Lambert,20Aug9:42pm,2019-08-22 19:30:53.125480
Ocean And 17th,Lummus Park,20Aug9:39pm,2019-08-22 19:30:53.125480
Wolfpack,Johannes Bornlöf,20Aug9:35pm,2019-08-22 19:30:53.125480
Fernweh,Heike Blau,20Aug9:33pm,2019-08-22 19:30:53.125480
Twin Souls,Conrad Sieverts,20Aug9:30pm,2019-08-22 19:30:53.125480
Evelyn Goes It Alone,Geoff Zanelli,20Aug9:27pm,2019-08-22 19:30:53.125480
Mistranslations,Rand Aldo,20Aug9:24pm,2019-08-22 19:30:53.125480
Rooftop Kiss,James Horner,20Aug9:21pm,2019-08-22 19:30:53.125480
Nocturne,Trevor Kowalski,20Aug9:18pm,2019-08-22 19:30:53.125480
The Danish Girl,Alexandre Desplat,20Aug9:16pm,2019-08-22 19:30:53.125480
Divine Structure,Charlotte Funke,20Aug9:12pm,2019-08-22 19:30:53.125480
Carry On,Novo Talos,20Aug9:10pm,2019-08-22 19:30:53.125480
My Edward and I (feat. Jack Liebeck),Dario Marianelli,20Aug9:06pm,2019-08-22 19:30:53.125480
Interconnectivity,Sigríður,20Aug9:04pm,2019-08-22 19:30:53.125480
Keep Me,Elliot Ziegler,20Aug9:01pm,2019-08-22 19:30:53.125480
Awaken (feat. Jack Liebeck),Dario Marianelli,20Aug8:57pm,2019-08-22 19:30:53.125480
La Tour ,Samuel Lindon,20Aug8:54pm,2019-08-22 19:30:53.125480
Snow Globe,Thomas Adès,20Aug8:51pm,2019-08-22 19:30:53.125480
Into The Light,Charlie key,20Aug8:50pm,2019-08-22 19:30:53.125480
Main Title,Rachel Portman,20Aug8:46pm,2019-08-22 19:30:53.125480
Lekko,Alonzo Gautier,20Aug8:44pm,2019-08-22 19:30:53.125480
Avant Les Vagues,Samuel Lindon,20Aug8:41pm,2019-08-22 19:30:53.125480
Stairs,Sumsar,20Aug8:37pm,2019-08-22 19:30:53.125480
Someone Loves Us,Dario Marianelli,20Aug8:35pm,2019-08-22 19:30:53.125480
Recurring Memory,Robin Bennich,20Aug8:32pm,2019-08-22 19:30:53.125480
Tsimtsum,Mychael Danna,20Aug8:30pm,2019-08-22 19:30:53.125480
Dalliance,Jensine Fleischer,20Aug8:27pm,2019-08-22 19:30:53.125480
Footsteps,Léonie Deval,20Aug8:24pm,2019-08-22 19:30:53.125480
Flight,Johannes Bornlöf,20Aug8:22pm,2019-08-22 19:30:53.125480
A Rose in Spanish Harlem (Bonus Track),Nicholas Britell,20Aug8:19pm,2019-08-22 19:30:53.125480
Unbridled Enthusiasm,Robin Bennich,20Aug8:16pm,2019-08-22 19:30:53.125480
Valse Glacée,Tomasz Kraal,20Aug8:13pm,2019-08-22 19:30:53.125480
2nd Episode,Charlotte Funke,20Aug8:11pm,2019-08-22 19:30:53.125480
Cloud Atlas End Title,Tom Tykwer,20Aug8:03pm,2019-08-22 19:30:53.125480
Desert Parade,Rand Aldo,20Aug7:59pm,2019-08-22 19:30:53.125480
lament,Teodor Wolgers,20Aug7:56pm,2019-08-22 19:30:53.125480
True Depth Of You,LimeStone Quarry,20Aug7:54pm,2019-08-22 19:30:53.125480
Now We Are Free,Lisa Gerrard,20Aug7:50pm,2019-08-22 19:30:53.125480
Heavy Words We're Holding,Trevor Kowalski,20Aug7:47pm,2019-08-22 19:30:53.125480
Vpředu,Zuzana Kudová,20Aug7:44pm,2019-08-22 19:30:53.125480
Stopping Time,Pierre Koenigs,20Aug7:42pm,2019-08-22 19:30:53.125480
Scarlet Macaw,Hayden Cargile,20Aug7:39pm,2019-08-22 19:30:53.125480
This Valley of Ours,Trevor Kowalski,20Aug7:37pm,2019-08-22 19:30:53.125480
Awatere,Ensemble Rivr Dane,20Aug7:33pm,2019-08-22 19:30:53.125480
Finale,John Paesano,20Aug7:28pm,2019-08-22 19:30:53.125480
Progress,Ever So Blue,20Aug7:26pm,2019-08-22 19:30:53.125480
Time Machine,Noel Aspensen,20Aug7:22pm,2019-08-22 19:30:53.125480
Destination Unknown,Hauschka,20Aug7:19pm,2019-08-22 19:30:53.125480
Cinema Neon,Trevor Kowalski,20Aug7:16pm,2019-08-22 19:30:53.125480
Ending,Peter Sandberg,20Aug7:13pm,2019-08-22 19:30:53.125480
"Comptine d'un autre été, L'Après",Yann Tiersen,20Aug7:11pm,2019-08-22 19:30:53.125480
"Looking Forward, Looking Backward",Robin Bennich,20Aug7:08pm,2019-08-22 19:30:53.125480
The Imitation Game,Alexandre Desplat,20Aug7:06pm,2019-08-22 19:30:53.125480
Alabaster,Arden Forest,20Aug7:04pm,2019-08-22 19:30:53.125480
Who's There,Peter Sandberg,20Aug7:01pm,2019-08-22 19:30:53.125480
Day One,Hans Zimmer,20Aug6:58pm,2019-08-22 19:30:53.125480
Leander,Bert Hearns,20Aug6:53pm,2019-08-22 19:30:53.125480
Fragment,Ever So Blue,20Aug6:51pm,2019-08-22 19:30:53.125480
19,Zoé de Vera,20Aug6:47pm,2019-08-22 19:30:53.125480
Massenet,Enid Fergus,20Aug6:43pm,2019-08-22 19:30:53.125480
Impasse des Bourdonnais,Projet Calmant,20Aug6:42pm,2019-08-22 19:30:53.125480
Gelsomino,Darrell Vitagliano,20Aug6:40pm,2019-08-22 19:30:53.125480
Vibrations,Mae Ji-Yoon,20Aug6:37pm,2019-08-22 19:30:53.125480
Opening,Craig Armstrong,20Aug6:27pm,2019-08-22 19:30:53.125480
Rooftop Kiss,James Horner,20Aug6:24pm,2019-08-22 19:30:53.125480
Mountains,Hans Zimmer,20Aug6:21pm,2019-08-22 19:30:53.125480
Walrus: The Right Piece of Ice,Hans Zimmer,20Aug6:15pm,2019-08-22 19:30:53.125480
Portuguese Man of War,Hans Zimmer,20Aug6:10pm,2019-08-22 19:30:53.125480
Weedy Sea Dragon,Hans Zimmer,20Aug6:06pm,2019-08-22 19:30:53.125480
Baby Turtle,Hans Zimmer,20Aug6:02pm,2019-08-22 19:30:53.125480
Clownfish,Hans Zimmer,20Aug5:58pm,2019-08-22 19:30:53.125480
Kobudai Transformation,Hans Zimmer,20Aug5:53pm,2019-08-22 19:30:53.125480
Scavengers of the Deep,Hans Zimmer,20Aug5:50pm,2019-08-22 19:30:53.125480
A Forest Awakens,Hans Zimmer,20Aug5:47pm,2019-08-22 19:30:53.125480
Humboldt Squid,Hans Zimmer,20Aug5:43pm,2019-08-22 19:30:53.125480
Ducks and Currents,Hans Zimmer,20Aug5:41pm,2019-08-22 19:30:53.125480
Turtle Spa,Hans Zimmer,20Aug5:39pm,2019-08-22 19:30:53.125480
Big Blue,Hans Zimmer,20Aug5:34pm,2019-08-22 19:30:53.125480
Albatross Flight,Hans Zimmer,20Aug5:28pm,2019-08-22 19:30:53.125480
Race to Feed,Hans Zimmer,20Aug5:23pm,2019-08-22 19:30:53.125480
Mobula Rays,Hans Zimmer,20Aug5:21pm,2019-08-22 19:30:53.125480
Abyssal Plain,Hans Zimmer,20Aug5:17pm,2019-08-22 19:30:53.125480
Surfing Dolphins,Hans Zimmer,20Aug5:15pm,2019-08-22 19:30:53.125480
Family Theme,Hans Zimmer,20Aug5:12pm,2019-08-22 19:30:53.125480
The Blue Planet,Hans Zimmer,20Aug5:09pm,2019-08-22 19:30:53.125480
A Forest Awakens,Hans Zimmer,20Aug5:07pm,2019-08-22 19:30:53.125480
Humboldt Squid,Hans Zimmer,20Aug5:03pm,2019-08-22 19:30:53.125480
Ducks and Currents,Hans Zimmer,20Aug5:01pm,2019-08-22 19:30:53.125480
Turtle Spa,Hans Zimmer,20Aug4:58pm,2019-08-22 19:30:53.125480
Big Blue,Hans Zimmer,20Aug4:54pm,2019-08-22 19:30:53.125480
Albatross Flight,Hans Zimmer,20Aug4:48pm,2019-08-22 19:30:53.125480
Race to Feed,Hans Zimmer,20Aug4:43pm,2019-08-22 19:30:53.125480
Mobula Rays,Hans Zimmer,20Aug4:40pm,2019-08-22 19:30:53.125480
Abyssal Plain,Hans Zimmer,20Aug4:37pm,2019-08-22 19:30:53.125480
Surfing Dolphins,Hans Zimmer,20Aug4:35pm,2019-08-22 19:30:53.125480
Family Theme,Hans Zimmer,20Aug4:32pm,2019-08-22 19:30:53.125480
The Blue Planet,Hans Zimmer,20Aug4:29pm,2019-08-22 19:30:53.125480
Big Blue,Hans Zimmer,20Aug4:18pm,2019-08-22 19:30:53.125480
Albatross Flight,Hans Zimmer,20Aug4:13pm,2019-08-22 19:30:53.125480
Race to Feed,Hans Zimmer,20Aug4:08pm,2019-08-22 19:30:53.125480
Mobula Rays,Hans Zimmer,20Aug4:05pm,2019-08-22 19:30:53.125480
Abyssal Plain,Hans Zimmer,20Aug4:02pm,2019-08-22 19:30:53.125480
Surfing Dolphins,Hans Zimmer,20Aug3:59pm,2019-08-22 19:30:53.125480
Family Theme,Hans Zimmer,20Aug3:57pm,2019-08-22 19:30:53.125480
The Blue Planet,Hans Zimmer,20Aug3:54pm,2019-08-22 19:30:53.125480
Safe Now,Henry Jackman,20Aug3:50pm,2019-08-22 19:30:53.125480
Would You Date Me?,Henry Jackman,20Aug3:49pm,2019-08-22 19:30:53.125480
Safe Now,Henry Jackman,20Aug3:46pm,2019-08-22 19:30:53.125480
Hope (Xavier's Theme),John Ottman,20Aug3:42pm,2019-08-22 19:30:53.125480
Time,Hans Zimmer,20Aug3:37pm,2019-08-22 19:30:53.125480
"Becoming One of ""The People"" Becoming One with Neytiri",James Horner,20Aug1:55pm,2019-08-22 19:30:53.125480
"Dumbledore's Farewell (""Harry Potter & The Half",Nicholas Hooper,20Aug1:52pm,2019-08-22 19:30:53.125480
Chevaliers de Sangreal,Hans Zimmer,20Aug1:48pm,2019-08-22 19:30:53.125480
503,Hans Zimmer,20Aug1:46pm,2019-08-22 19:30:53.125480
Not That Sort of Bank,Henry Jackman,20Aug1:42pm,2019-08-22 19:30:53.125480
Arrival To Earth,Steve Jablonsky,20Aug1:37pm,2019-08-22 19:30:53.125480
First Class,Henry Jackman,20Aug1:34pm,2019-08-22 19:30:53.125480
On Reflection,Max Richter,20Aug1:26pm,2019-08-22 19:30:53.125480
Light of the Seven,Ramin Djawadi,20Aug1:17pm,2019-08-22 19:30:53.125480
I Can Carry You,James Newton Howard,20Aug1:15pm,2019-08-22 19:30:53.125480
London,James Newton Howard,20Aug1:12pm,2019-08-22 19:30:53.125480
Solomon,Hans Zimmer,20Aug1:09pm,2019-08-22 19:30:53.125480
The All Spark,Steve Jablonsky,20Aug1:05pm,2019-08-22 19:30:53.125480
My Name Is Robert Neville,James Newton Howard,20Aug1:02pm,2019-08-22 19:30:53.125480
Rage and Serenity,Henry Jackman,20Aug1:00pm,2019-08-22 19:30:53.125480
Would You Date Me?,Henry Jackman,20Aug1:00pm,2019-08-22 19:30:53.125480
Would You Date Me?,Henry Jackman,20Aug12:59pm,2019-08-22 19:30:53.125480
Safe Now,Henry Jackman,20Aug12:55pm,2019-08-22 19:30:53.125480
He Lost Everything,John Ottman,20Aug12:54pm,2019-08-22 19:30:53.125480
